query_id,supplier_id,industry,archetype,price,lead_time,quality_acceptance_rate,defect_rate,on_time_delivery_rate,past_performance_score,responsiveness_score,financial_stability_score,fulfillment_rate,capacity_reliability_score,has_iso_9001,geo_risk_score,relevance
1447,1447_1,chemicals,specialist,144.85,11,1,0.001,0.909,89.1,4.85,5,0.929,2.67,1,1.84,3
1447,1447_2,chemicals,budget,134.99,15,0.941,0.061,0.852,90.9,4.38,4.59,0.911,4.04,0,1,3
1447,1447_3,chemicals,premium,189.53,13,1,0.001,0.959,93.1,4.9,5,0.834,3.94,1,1.8,3
1447,1447_4,chemicals,specialist,135.71,9,1,0.001,0.927,78.8,4.3,3.75,0.757,2.35,1,1.98,1
1447,1447_5,chemicals,budget,66.78,19,0.926,0.067,0.919,82,4.31,4.66,0.9,3.81,1,2.9,4
1447,1447_6,chemicals,balanced,103.28,11,0.956,0.002,0.926,86,4.54,4.19,0.821,2.84,0,2.96,1
1447,1447_7,chemicals,specialist,180.34,13,0.989,0.001,0.93,91.7,4.41,4.69,0.918,1.83,0,2.11,1
1447,1447_8,chemicals,specialist,143.79,13,1,0.001,0.961,83.4,4.63,4.57,0.852,3.28,1,2.7,4
1447,1447_9,chemicals,specialist,134.8,6,1,0.001,0.983,76.2,4.72,4.32,0.856,3.03,1,3.85,4
1447,1447_10,chemicals,premium,176.32,9,1,0.001,0.962,91.8,4.94,5,0.838,3.41,1,3.08,3
1448,1448_1,automotive,balanced,142.09,15,0.968,0.001,0.878,87.7,3.91,3.94,0.799,4.65,1,4.35,0
1448,1448_2,automotive,premium,209.98,12,1,0.001,0.977,81.8,4.39,3.74,0.821,2.11,1,2.32,3
1448,1448_3,automotive,premium,191.61,12,0.986,0.001,0.974,77.1,4.71,4.02,0.849,3.14,1,3.16,3
1448,1448_4,automotive,specialist,160.99,9,1,0.001,0.951,82.5,4.48,3.73,0.861,2.37,1,1,3
1448,1448_5,automotive,budget,104.52,23,0.959,0.069,0.871,85.4,3.88,3.42,0.872,1,1,3.37,0
1448,1448_6,automotive,budget,117.91,17,0.947,0.048,0.85,82,4.29,4.03,0.965,2.13,0,3.23,3
1448,1448_7,automotive,premium,189.98,10,1,0.001,0.956,86.9,4.94,4.03,0.829,4.57,1,3.76,4
1448,1448_8,automotive,balanced,138.73,13,0.979,0.014,0.897,90.6,3.78,4.24,0.917,4,1,1.24,1
1448,1448_9,automotive,balanced,109.65,10,0.94,0.033,0.915,80.2,4.02,3.89,0.765,2.6,0,3.1,2
1448,1448_10,automotive,premium,204.54,16,1,0.001,0.955,85.5,5,3.96,0.832,1,0,1.69,2
1449,1449_1,materials,balanced,99.57,22,1,0.018,0.935,94.9,4.49,3.83,0.928,1.06,1,3.33,2
1449,1449_2,materials,budget,52.33,31,0.928,0.052,0.883,83,4.13,4.18,0.816,4.11,0,1.82,3
1449,1449_3,materials,premium,125.92,27,0.968,0.001,0.99,80.6,5,5,0.85,3.59,1,2.09,3
1449,1449_4,materials,budget,66.65,21,0.916,0.065,0.895,81.3,4.08,3.59,0.861,2.83,0,1,1
1449,1449_5,materials,premium,98.15,11,1,0.001,0.937,83.9,4.76,4.51,0.795,1.35,1,1.97,0
1449,1449_6,materials,balanced,61.3,21,0.966,0.014,0.909,80.4,3.94,3.56,0.969,4.06,0,2.9,3
1449,1449_7,materials,specialist,85.75,15,0.99,0.001,0.926,85.8,4.53,3.95,0.827,2.57,1,1.31,3
1449,1449_8,materials,balanced,113.53,13,0.958,0.032,0.947,84.5,4.33,4.57,0.972,4.32,1,1,2
1449,1449_9,materials,premium,96.93,11,1,0.001,0.973,75.6,5,4.73,0.842,1.99,0,3.89,4
1449,1449_10,materials,specialist,96.54,16,1,0.001,0.93,91.6,4.69,4.1,0.82,3.36,1,2.34,3
1450,1450_1,chemicals,balanced,124.65,15,0.987,0.04,0.906,87.8,5,4.72,0.929,2.11,1,3.22,3
1450,1450_2,chemicals,specialist,138.59,14,0.989,0.001,0.968,82.5,4.18,5,0.775,3.96,1,2.41,2
1450,1450_3,chemicals,premium,151.5,13,1,0.001,0.968,90.9,4.79,5,0.821,3,1,3.5,0
1450,1450_4,chemicals,specialist,160.64,14,1,0.001,0.913,87.2,3.95,3.38,0.861,3.69,1,2.16,2
1450,1450_5,chemicals,budget,91.7,23,0.941,0.04,0.85,95.6,4.09,3.8,0.811,4.25,1,3.34,2
1451,1451_1,electronics,budget,147.14,18,0.944,0.058,0.872,79.3,4.7,3.84,0.884,2.6,1,3.27,3
1451,1451_2,electronics,balanced,211.85,11,0.949,0.001,0.9,75.1,3.81,3.85,0.892,2.26,1,3.57,3
1451,1451_3,electronics,premium,280.96,6,1,0.001,0.947,86.4,4.56,4.4,0.897,3.06,1,2.24,4
1451,1451_4,electronics,balanced,191.72,12,0.973,0.001,0.88,82.7,4.17,4.64,0.839,2.84,1,3.71,3
1451,1451_5,electronics,balanced,205.32,9,0.98,0.025,0.949,81.7,4.46,4.28,0.878,2.41,1,1.8,3
1451,1451_6,electronics,balanced,225.49,7,0.954,0.026,0.893,86.8,4.43,3.92,0.831,4.1,1,3.24,2
1451,1451_7,electronics,specialist,280.08,9,1,0.001,0.941,91.8,4.05,3.85,0.821,1.35,0,2.27,2
1451,1451_8,electronics,specialist,216.95,8,1,0.001,0.909,91.7,4.15,3,0.863,3.4,1,3.21,4
1451,1451_9,electronics,specialist,243.72,12,1,0.001,0.981,86.6,4.18,4.25,0.841,4.33,0,4.33,0
1451,1451_10,electronics,specialist,226.28,7,0.984,0.001,0.956,85.9,4.37,4.23,0.863,2.39,0,1,3
1452,1452_1,automotive,budget,115.98,20,0.9,0.03,0.869,82,4.03,3.63,0.914,4.46,1,3.1,3
1452,1452_2,automotive,balanced,153.17,16,0.928,0.015,0.95,86,4.33,4.26,0.834,4.54,1,3.41,4
1452,1452_3,automotive,budget,92.66,16,0.949,0.047,0.902,84.7,3.78,3.99,0.751,1.45,0,3.32,3
1452,1452_4,automotive,budget,93.75,17,0.952,0.053,0.881,82.1,3.99,4.09,0.883,4.28,1,1.43,2
1452,1452_5,automotive,budget,115.01,19,0.984,0.071,0.865,83.9,4.32,4.93,0.845,4.55,0,3.53,3
1452,1452_6,automotive,premium,201.09,8,1,0.001,0.987,83.7,4.74,4.93,0.896,2.04,0,2.66,3
1452,1452_7,automotive,budget,118.62,21,0.929,0.074,0.85,82.8,4.01,3.86,0.881,1.53,1,2.89,3
1452,1452_8,automotive,premium,190,10,1,0.001,0.955,85.7,4.6,5,0.898,3.37,1,3.66,4
1452,1452_9,automotive,budget,102.47,15,0.916,0.026,0.85,83.1,3.96,4.14,0.754,3.61,0,3.09,3
1453,1453_1,materials,specialist,79.59,14,1,0.001,0.921,81.5,5,4.46,0.883,5,0,1.75,3
1453,1453_2,materials,specialist,114.91,13,0.985,0.001,0.9,76.9,4.61,4.26,0.862,4.54,1,1.61,3
1453,1453_3,materials,premium,137.21,14,0.978,0.001,0.957,77.6,4.73,4.54,0.91,3.86,1,1.46,4
1453,1453_4,materials,budget,54.44,21,0.907,0.079,0.914,88.1,4.09,4.74,0.946,2.12,1,1.81,3
1453,1453_5,materials,balanced,86.34,16,0.965,0.008,0.948,85.1,3.86,4.09,0.79,2.02,1,3.16,1
1453,1453_6,materials,specialist,87.18,16,0.994,0.001,0.949,80.9,4.99,4.21,0.865,2.09,1,3.45,3
1453,1453_7,materials,premium,109.11,17,1,0.001,0.95,80.8,4.69,4.27,0.815,3.48,1,1.84,3
1453,1453_8,materials,specialist,97.58,14,0.942,0.024,0.919,89.9,4.61,4.04,0.897,3.45,0,1.7,3
1453,1453_9,materials,budget,66.84,22,0.9,0.052,0.859,84.6,3.88,3.63,0.813,1.93,1,4.13,1
1453,1453_10,materials,balanced,96.77,18,0.925,0.016,0.949,85.5,4.63,4.07,0.782,1,1,3.05,1
1454,1454_1,materials,premium,104.59,16,1,0.001,0.954,87,4.74,4.34,0.9,3.66,1,1,3
1454,1454_2,materials,specialist,86.25,12,1,0.001,0.954,92.1,4.34,4.4,0.85,4.52,0,2.18,4
1454,1454_3,materials,premium,135.09,9,1,0.001,0.954,80.4,4.02,5,0.852,4.62,1,1,4
1454,1454_4,materials,specialist,108.79,12,0.998,0.001,0.961,85.4,4.71,4.01,0.892,2.45,1,2.76,3
1454,1454_5,materials,balanced,47.81,13,0.95,0.029,0.912,83.1,3.96,4.52,0.807,3.11,1,2.03,4
1454,1454_6,materials,premium,130.01,12,0.991,0.001,0.975,76.5,5,4.44,0.801,3.09,1,1.48,3
1454,1454_7,materials,budget,70.09,14,0.923,0.049,0.85,83.8,4.16,4.32,0.859,2.43,1,2.74,2
1454,1454_8,materials,premium,134.68,24,1,0.001,0.989,88.7,5,4.13,0.837,4.33,1,1.28,3
1455,1455_1,electronics,premium,264.22,11,1,0.001,0.949,82.3,5,4.41,0.829,4.44,1,2.73,3
1455,1455_2,electronics,specialist,253.46,5,1,0.001,0.95,91.5,4.59,4.21,0.839,2.44,1,1.37,4
1455,1455_3,electronics,balanced,218.27,10,0.951,0.022,0.924,82.4,4.56,4.41,0.831,3.17,1,2.77,3
1455,1455_4,electronics,balanced,178.33,13,0.959,0.025,0.921,86.8,4.09,4.04,0.799,3.56,1,1,3
1455,1455_5,electronics,budget,166.76,21,0.962,0.054,0.85,85.4,4.09,3.26,0.793,3.37,1,2.24,2
1455,1455_6,electronics,budget,145.34,14,0.948,0.069,0.85,92.3,3.82,3.99,0.795,4.33,1,3.36,3
1455,1455_7,electronics,specialist,221.61,8,0.988,0.001,0.935,78.1,4.69,4.81,0.878,4,0,3.07,0
1455,1455_8,electronics,specialist,247.02,6,1,0.001,0.944,90.8,4.27,4.38,0.871,2.93,0,2.49,0
1456,1456_1,chemicals,specialist,164.33,12,0.991,0.002,0.923,81.2,4.51,4.45,0.799,3.65,0,2.51,2
1456,1456_2,chemicals,premium,202.1,16,1,0.001,0.942,81.4,5,4.81,0.847,2.1,1,2.86,2
1456,1456_3,chemicals,budget,133.54,15,0.938,0.054,0.879,84.3,3.91,3.79,0.953,4.2,1,2.71,3
1456,1456_4,chemicals,balanced,112.3,14,0.936,0.011,0.966,89.3,3.84,4.29,0.92,4.16,1,2.49,3
1456,1456_5,chemicals,budget,79.58,24,0.92,0.064,0.884,95.1,3.85,3.68,0.799,3.49,0,3.01,3
1456,1456_6,chemicals,premium,161.19,15,1,0.001,0.931,77,4.61,5,0.833,1,0,2.55,3
1456,1456_7,chemicals,balanced,141.43,19,0.956,0.013,0.889,88.8,4.6,4.04,0.826,2.94,1,3.96,3
1456,1456_8,chemicals,balanced,122.57,17,0.991,0.01,0.926,92.2,4.21,4.98,0.817,4.12,1,2.94,3
1456,1456_9,chemicals,specialist,163.81,18,0.973,0.001,0.966,86.3,3.9,3.74,0.781,2.96,1,1.71,2
1457,1457_1,machinery,budget,203.59,28,0.94,0.079,0.898,85.6,4,3.89,0.853,4.08,1,3.09,4
1457,1457_2,machinery,budget,259.69,33,0.906,0.061,0.873,93.7,3.78,4.7,0.857,4.49,1,3.97,3
1457,1457_3,machinery,specialist,321.72,21,0.988,0.001,0.966,82.5,4.19,4.61,0.791,2.73,1,3.53,2
1457,1457_4,machinery,budget,255.07,29,0.926,0.083,0.885,88.4,3.79,4.15,0.829,4.4,0,1,3
1457,1457_5,machinery,balanced,336.34,25,0.965,0.001,0.905,86.4,4.35,4.15,0.875,2.71,1,2.92,3
1457,1457_6,machinery,premium,395.28,15,1,0.001,0.971,86.2,4.74,5,0.864,3.79,0,1.39,3
1457,1457_7,machinery,specialist,378.18,18,0.982,0.001,0.94,87.6,4.08,4.49,0.867,2.49,1,3.49,2
1457,1457_8,machinery,specialist,376.24,31,1,0.001,0.901,96.8,4.25,3.75,0.85,3.33,0,1.39,3
1457,1457_9,machinery,specialist,348.91,22,0.973,0.001,0.904,86.8,4.98,3.94,0.857,2.2,1,4.47,4
1457,1457_10,machinery,premium,420.31,16,1,0.001,0.934,85.9,4.32,3.85,0.754,1.92,1,2.49,4
1458,1458_1,electronics,budget,81.81,13,0.907,0.03,0.924,84.1,3.79,3.47,0.886,1.67,0,1.74,3
1458,1458_2,electronics,premium,252.4,11,1,0.001,0.905,81.1,4.75,4.57,0.888,3.58,0,1.48,2
1458,1458_3,electronics,budget,114.72,13,0.907,0.047,0.853,83.4,3.47,3.74,0.76,1.49,1,5,3
1458,1458_4,electronics,specialist,250.99,14,1,0.001,0.934,94.1,4.28,5,0.969,2.78,1,2.13,3
1458,1458_5,electronics,budget,168.14,13,0.93,0.049,0.894,86.2,3.71,4.98,0.854,2.21,1,2.18,3
1458,1458_6,electronics,balanced,221.69,12,0.956,0.014,0.933,85.5,4.12,3.68,0.815,2.8,0,3.44,3
1458,1458_7,electronics,budget,100.18,17,0.923,0.036,0.922,87.2,3.73,3.47,0.851,2.79,1,2.7,2
1458,1458_8,electronics,balanced,211.97,11,0.967,0.005,0.9,89.4,4.31,3.96,0.79,1.67,0,4.72,3
1458,1458_9,electronics,premium,260.83,7,0.997,0.001,0.986,75,4.65,4.78,0.884,1,0,3.48,3
1458,1458_10,electronics,specialist,255.02,10,1,0.001,0.941,84.1,4.33,4.11,0.843,2.68,1,2.29,1
1459,1459_1,chemicals,premium,152.7,19,1,0.001,0.946,92.9,4.8,4.98,0.827,3.65,1,2.74,3
1459,1459_2,chemicals,specialist,146.88,15,1,0.001,0.919,84.2,4.4,4.33,0.817,2.97,1,3.51,2
1459,1459_3,chemicals,specialist,158.07,14,0.973,0.001,0.913,81.4,4.37,4.05,0.828,1.55,1,3.4,3
1459,1459_4,chemicals,balanced,121.31,12,0.974,0.014,0.928,82.4,3.9,3.99,0.803,2.75,0,1,3
1459,1459_5,chemicals,specialist,132.63,16,0.985,0.001,0.92,95.5,4.72,5,0.827,2.31,1,3.68,0
1459,1459_6,chemicals,budget,69.28,19,0.9,0.057,0.866,88,4.03,3.82,0.943,1.39,1,3.32,2
1459,1459_7,chemicals,specialist,148.4,17,1,0.001,0.925,91.1,4.19,3.24,0.898,3.68,1,2.98,2
1460,1460_1,automotive,budget,92.5,15,0.9,0.051,0.89,79.1,3.96,4.03,0.88,3.19,1,2.73,1
1460,1460_2,chemicals,premium,151.95,14,1,0.001,0.928,80.8,4.81,4.77,0.897,4.25,1,3.29,3
1460,1460_3,chemicals,specialist,142.24,18,0.989,0.001,0.941,75,4.6,4.13,0.917,3.77,1,2.69,3
1460,1460_4,automotive,budget,72.92,15,0.928,0.058,0.885,87.9,3.93,4.71,0.902,3.07,1,1.19,3
1460,1460_5,automotive,premium,170.51,14,1,0.001,0.967,82.9,4.83,3.35,0.873,2.71,0,1,0
1460,1460_6,chemicals,budget,127.87,15,0.917,0.05,0.85,85.2,3.7,4.16,0.844,2.54,1,1,2
1460,1460_7,automotive,premium,217.62,10,1,0.001,0.946,83,4.34,3.96,0.845,3.54,1,2.93,3
1460,1460_8,automotive,balanced,120.52,16,1,0.009,0.913,91.7,4.91,4.03,0.781,3.74,1,1.45,3
1460,1460_9,automotive,balanced,174.43,15,0.954,0.027,0.933,86,4.64,3.77,0.857,3.69,1,2.61,3
1461,1461_1,materials,balanced,67.6,14,0.991,0.023,0.902,80.2,3.94,4.3,0.838,3.4,0,1.78,3
1461,1461_2,materials,specialist,127.55,17,0.981,0.001,0.934,84.9,4.31,4.48,0.769,2.55,1,1.54,3
1461,1461_3,materials,specialist,107.98,16,1,0.001,0.925,86.6,4.45,3.91,0.848,3.83,1,2.03,2
1461,1461_4,materials,specialist,105.92,14,1,0.002,0.942,83.4,4.58,3.41,0.751,3.45,0,4.11,0
1461,1461_5,materials,specialist,98.07,17,0.971,0.001,0.926,81.6,4.71,3.88,0.849,1.98,1,2.38,3
1461,1461_6,materials,premium,116.13,11,1,0.001,0.964,83.2,4.8,4.39,0.864,3.36,0,2.58,3
1461,1461_7,materials,premium,141.9,13,1,0.001,0.919,83.6,5,3.42,0.82,4.55,1,3.48,3
1461,1461_8,materials,budget,83.33,25,0.936,0.062,0.85,84.2,4.08,3.47,0.913,2.94,0,1.78,4
1462,1462_1,materials,budget,41.88,25,0.969,0.057,0.912,87.7,4.34,3.71,0.812,1.64,1,2.94,2
1462,1462_2,materials,specialist,96.42,18,1,0.001,0.951,94.3,4.06,4.61,0.832,3.23,1,3.23,0
1462,1462_3,materials,specialist,100.42,18,1,0.001,0.936,86.6,4.8,3.64,0.831,3.16,0,3.35,2
1462,1462_4,materials,budget,56.23,26,0.919,0.048,0.871,79.7,4.14,3.84,0.859,3.92,1,2.8,1
1462,1462_5,materials,balanced,91.75,15,0.973,0.037,0.93,91,4.11,4.07,0.91,2.7,0,4.77,2
1462,1462_6,materials,premium,89.25,17,0.975,0.001,0.914,84.8,4.69,4.51,0.868,4.51,1,1.12,2
1462,1462_7,materials,premium,118.31,10,1,0.001,0.99,94,4.48,4.34,0.927,3.57,0,2.23,0
1462,1462_8,materials,specialist,67.86,15,1,0.001,0.937,88.8,4.41,5,0.829,1,0,2.85,4
1462,1462_9,materials,budget,49.73,27,0.932,0.086,0.882,82.6,4.06,3.2,0.918,5,1,3.1,0
1463,1463_1,electronics,specialist,293.65,9,1,0.001,0.942,82.4,4.41,4.72,0.86,3.14,1,2.03,2
1463,1463_2,electronics,premium,312.85,6,0.999,0.001,0.94,89.4,4.64,4.59,0.883,3.43,1,2.72,3
1463,1463_3,electronics,premium,326.84,11,1,0.001,0.964,75,4.74,4.39,0.787,2.78,0,2.46,3
1463,1463_4,electronics,premium,299.79,12,0.995,0.001,0.938,87.4,4.78,4.62,0.923,2.85,1,1.54,3
1463,1463_5,electronics,budget,174.07,15,0.927,0.063,0.875,81.6,4,3.38,0.946,3.66,1,1.68,4
1463,1463_6,electronics,specialist,240.35,4,1,0.001,0.926,85,4.75,4.1,0.839,3.71,1,3.43,0
1463,1463_7,electronics,budget,128.63,13,0.939,0.066,0.85,90.7,3.77,3.35,0.867,4.09,0,1.45,2
1464,1464_1,electronics,budget,140.03,9,0.922,0.053,0.882,75,3.9,3.94,0.85,3.96,0,4.01,2
1464,1464_2,electronics,balanced,191.32,8,0.97,0.014,0.884,81.4,3.81,3.73,0.84,2.91,1,2.59,2
1464,1464_3,electronics,budget,137.15,10,0.9,0.063,0.885,85.6,3.79,4.24,0.912,2.96,1,2.75,4
1464,1464_4,electronics,specialist,271.41,5,0.992,0.001,0.912,81.8,4.51,3.92,0.773,2.94,1,1.75,3
1464,1464_5,electronics,specialist,241.13,12,0.975,0.001,0.892,86.4,4.59,4.99,0.81,1.56,1,2.06,0
1464,1464_6,electronics,premium,216.48,8,1,0.001,0.923,81.4,5,4.74,0.837,4.19,0,1.53,2
1464,1464_7,electronics,budget,139.47,18,0.919,0.033,0.858,75,4.12,3.76,0.971,2.03,1,2.14,2
1465,1465_1,machinery,premium,413.1,12,1,0.001,0.959,78.4,4.58,5,0.832,4.11,0,1,2
1465,1465_2,machinery,budget,274.78,28,0.95,0.067,0.88,92.3,4.11,4.16,0.937,3.01,1,2.03,2
1465,1465_3,machinery,specialist,361.29,29,0.964,0.001,0.912,83.9,4.5,4.04,0.892,4.71,1,3.09,2
1465,1465_4,machinery,budget,196.06,27,0.909,0.035,0.869,83.9,3.82,4.13,0.887,2.91,1,2.92,3
1465,1465_5,machinery,balanced,345.9,25,0.953,0.001,0.932,88.1,4.25,4.54,0.914,3.76,0,1.88,3
1465,1465_6,machinery,budget,166.09,23,0.92,0.084,0.864,83.4,3.92,4,0.851,3.98,1,2.59,3
1465,1465_7,machinery,budget,260.37,34,0.932,0.051,0.871,90.8,3.76,4.82,0.831,2.25,0,3.94,2
1465,1465_8,machinery,budget,238.52,30,0.929,0.021,0.894,75.4,3.91,4.06,0.793,2.33,0,4.77,4
1465,1465_9,machinery,budget,251.59,27,0.945,0.044,0.855,86,3.8,3.92,0.906,3.86,1,1,3
1465,1465_10,machinery,budget,239.95,25,0.9,0.049,0.914,88.6,4.1,5,0.781,1.14,0,4.2,2
1466,1466_1,machinery,premium,420.64,19,1,0.001,0.974,87.3,4.41,4.05,0.804,3.97,1,4.88,3
1466,1466_2,machinery,budget,250.69,32,0.941,0.05,0.869,80.9,3.94,3.26,0.881,2.23,0,2.27,2
1466,1466_3,machinery,balanced,253.11,28,0.957,0.007,0.926,81.6,4.52,5,0.856,2.22,1,2.85,3
1466,1466_4,machinery,balanced,262.83,28,0.977,0.001,0.908,93.6,4.16,3.84,0.821,2.8,1,3.24,4
1466,1466_5,machinery,balanced,287.02,27,0.983,0.027,0.946,79.7,4.29,3.6,0.824,1.88,0,1,3
1467,1467_1,materials,premium,112.69,18,1,0.001,0.987,81.5,4.49,4.51,0.853,4.44,1,1.96,3
1467,1467_2,materials,premium,97.74,17,1,0.001,0.929,84.4,4.46,3.78,0.865,4.25,1,4.36,4
1467,1467_3,materials,premium,150.45,12,1,0.001,0.939,84.7,4.05,4.6,0.833,2.82,1,2.91,3
1467,1467_4,materials,specialist,109.5,10,1,0.002,0.937,83.2,4.68,4.38,0.876,3.54,0,1.49,4
1467,1467_5,materials,premium,102.58,13,1,0.001,0.911,87.6,4.7,4.22,0.814,4.51,0,2.49,3
1467,1467_6,materials,specialist,76.12,19,0.962,0.001,0.895,85.3,4.65,4.01,0.855,1,0,3.74,1
1467,1467_7,materials,balanced,99.04,18,0.964,0.011,0.919,78.8,4.27,3.81,0.903,1.53,1,3.06,4
1467,1467_8,materials,premium,109.97,18,0.961,0.001,0.937,86.4,4.53,4.62,0.936,4.44,0,1.88,3
1467,1467_9,materials,budget,95.42,16,0.9,0.051,0.85,82.5,3.95,4.05,0.881,3.16,0,2.21,2
1467,1467_10,materials,premium,117.99,12,1,0.001,0.973,92.3,4.64,4.18,0.919,3.33,1,2.27,1
1468,1468_1,machinery,budget,224.81,36,0.949,0.069,0.864,84.6,4.05,4.92,0.757,2.16,1,4.15,2
1468,1468_2,machinery,premium,367.08,13,1,0.001,0.968,78.1,4.74,4.15,0.938,3.7,1,3.41,3
1468,1468_3,machinery,specialist,358.03,22,0.978,0.001,0.946,83.4,4.63,4.2,0.911,3.86,1,1,2
1468,1468_4,machinery,balanced,316.08,26,0.995,0.021,0.942,91.9,4.39,2.51,0.867,3.29,1,3.14,3
1468,1468_5,machinery,premium,376.34,15,1,0.001,0.93,91.5,4.37,5,0.835,3.57,0,2.85,3
1468,1468_6,machinery,premium,395.56,22,0.995,0.001,0.93,89.7,4.23,3.94,0.841,1.88,1,2.35,4
1469,1469_1,automotive,premium,198.93,12,1,0.001,0.958,90.2,4.98,4.53,0.86,2.57,0,3.37,3
1469,1469_2,automotive,premium,208.2,14,1,0.001,0.957,75.5,4.71,3.62,0.838,1.76,0,2.82,2
1469,1469_3,automotive,specialist,182.05,14,0.976,0.001,0.943,81,4.19,5,0.94,3.14,1,2.25,0
1469,1469_4,automotive,premium,221.46,12,0.997,0.001,0.981,81.2,4.42,4.67,0.891,2.19,1,4.05,3
1469,1469_5,automotive,specialist,169.62,13,1,0.001,0.916,86.5,4.26,3.23,0.763,2.71,1,2.22,2
1469,1469_6,automotive,budget,123.69,16,0.953,0.08,0.905,76.1,3.75,3.8,0.899,4.6,1,3.88,1
1469,1469_7,automotive,premium,178.47,14,1,0.001,0.99,83,4.78,5,0.905,2.73,0,2.31,3
1469,1469_8,automotive,balanced,191.86,14,0.959,0.005,0.948,81.6,4.62,3.66,0.896,3.68,1,2.24,2
1469,1469_9,automotive,budget,123.07,17,0.915,0.014,0.85,83.1,4.07,4.18,0.804,1.43,1,3.33,3
1470,1470_1,chemicals,specialist,126.09,9,1,0.001,0.938,95.7,4.61,3.79,0.894,3.58,1,2.85,2
1470,1470_2,chemicals,balanced,145.1,16,0.969,0.016,0.897,84,3.75,4.54,0.904,2.99,1,1.55,3
1470,1470_3,chemicals,balanced,144.22,16,0.968,0.016,0.927,75,4.5,4.44,0.859,1.7,0,1,3
1470,1470_4,chemicals,specialist,133.23,16,1,0.001,0.948,84.3,4.06,4.13,0.9,2.57,1,2.39,3
1470,1470_5,chemicals,budget,87.59,18,0.968,0.085,0.891,84.8,4.37,4.74,0.804,2.59,1,1.58,3
1470,1470_6,chemicals,specialist,115.25,15,1,0.001,0.944,86.6,4.45,3.1,0.826,3.48,1,2.99,3
1471,1471_1,machinery,balanced,292.7,23,0.972,0.028,0.918,86.6,4.71,4.91,0.938,4.15,0,2.01,0
1471,1471_2,electronics,premium,239.45,10,0.995,0.001,0.935,81.6,4.78,4.6,0.884,4.13,1,2.41,2
1471,1471_3,machinery,balanced,322.27,21,0.949,0.017,0.904,81.6,5,3.83,0.859,2.62,0,3.91,4
1471,1471_4,electronics,premium,265.15,14,1,0.001,0.968,80.8,4.77,3.78,0.909,3.2,1,2.58,3
1471,1471_5,machinery,premium,442.58,18,1,0.001,0.968,82,4.75,4.17,0.902,2.23,1,3.43,3
1472,1472_1,machinery,balanced,310.72,24,0.963,0.014,0.937,85.1,4.24,4.05,0.984,2.44,1,2.73,0
1472,1472_2,machinery,budget,232.32,30,0.959,0.041,0.892,83,4.27,4.31,0.799,1.73,1,1.83,3
1472,1472_3,automotive,specialist,200.65,16,1,0.001,0.882,81.7,4.74,4.22,0.84,3.72,0,2.47,2
1472,1472_4,machinery,balanced,315.37,23,0.98,0.002,0.882,76.6,4.58,4.95,0.824,3.32,1,3.77,3
1472,1472_5,machinery,specialist,355.95,26,1,0.001,0.908,93.4,4.54,3.05,0.83,2.51,1,1,3
1472,1472_6,machinery,specialist,394.02,22,0.931,0.001,0.94,84,4.43,4.68,0.801,2.03,1,3.84,4
1473,1473_1,materials,balanced,78.98,15,0.934,0.015,0.907,80.7,4.4,3.25,0.801,4.34,0,1.84,4
1473,1473_2,materials,premium,113.77,16,1,0.001,0.957,93.5,4.61,3.65,0.823,3.18,1,3.28,3
1473,1473_3,materials,balanced,58.82,20,0.976,0.015,0.903,85.3,4.1,4.57,0.912,1.26,1,1.81,3
1473,1473_4,materials,specialist,80.48,12,0.965,0.001,0.879,83.7,4.56,4.09,0.869,4.22,0,3.2,3
1473,1473_5,materials,balanced,84.85,14,0.958,0.014,0.904,92,4.31,5,0.76,3.14,1,2.17,3
1474,1474_1,chemicals,budget,115.49,23,0.914,0.031,0.866,86.3,4.06,3.91,0.756,3.26,0,3.55,4
1474,1474_2,chemicals,specialist,166.83,12,1,0.001,0.94,80.3,4.5,4.04,0.825,2.37,1,1.39,1
1474,1474_3,chemicals,specialist,156.92,17,1,0.001,0.927,94.6,4.85,4.52,0.922,3.67,1,3.14,4
1474,1474_4,chemicals,premium,135.11,16,1,0.001,0.982,85.7,5,4.85,0.957,1.85,0,1.66,3
1474,1474_5,chemicals,specialist,129.91,16,0.995,0.001,0.918,87.1,4.34,3.59,0.876,2.49,1,2.43,3
1475,1475_1,automotive,balanced,131.9,20,1,0.014,0.927,88.8,4.05,4.24,0.847,2.13,1,2.35,2
1475,1475_2,automotive,balanced,136.34,14,0.966,0.014,0.917,88.9,4.07,4.41,0.909,3.87,0,1.75,2
1475,1475_3,automotive,premium,188.85,9,1,0.001,0.975,77.8,5,4.12,0.905,2.56,1,2.82,1
1475,1475_4,automotive,balanced,129.63,13,0.938,0.015,0.908,85.9,4.38,4.45,0.801,3.15,0,3.26,4
1475,1475_5,automotive,balanced,134.87,13,0.969,0.007,0.891,78,4.24,3.26,0.781,2.46,1,2.63,3
1475,1475_6,automotive,premium,177.57,4,1,0.001,0.968,84.1,4.51,3.57,0.934,3.77,1,1.87,3
1475,1475_7,automotive,specialist,162.89,15,0.982,0.001,0.921,84.6,4.45,2.83,0.929,5,1,2.68,3
1475,1475_8,automotive,budget,132.73,17,0.931,0.024,0.879,83.7,4.1,3.84,0.868,2.85,1,3.99,4
1475,1475_9,automotive,specialist,182.92,15,0.993,0.001,0.928,82.3,4.33,3.84,0.801,2.27,1,1,0
